step time Total Potential Kinetic Kinetic_1 Kinetic_2 Kinetic_3
35056 35.056 -0.00217638 -0.00595672 0.00378033 7.58749e-05 0.00125282 0.00245164
35057 35.057 -0.00217638 -0.0059553 0.00377891 7.5872e-05 0.0012528 0.00245025
35058 35.058 -0.00217638 -0.00595388 0.0037775 7.58691e-05 0.00125278 0.00244885
35059 35.059 -0.00217638 -0.00595246 0.00377608 7.58661e-05 0.00125276 0.00244745
35060 35.06 -0.00217638 -0.00595104 0.00377466 7.58632e-05 0.00125274 0.00244606
35061 35.061 -0.00217638 -0.00594963 0.00377325 7.58603e-05 0.00125272 0.00244467
35062 35.062 -0.00217638 -0.00594821 0.00377183 7.58574e-05 0.0012527 0.00244327
35063 35.063 -0.00217638 -0.0059468 0.00377042 7.58544e-05 0.00125268 0.00244188
35064 35.064 -0.00217638 -0.00594539 0.00376901 7.58515e-05 0.00125266 0.00244049
35065 35.065 -0.00217638 -0.00594398 0.00376759 7.58486e-05 0.00125264 0.0024391
35066 35.066 -0.00217638 -0.00594257 0.00376619 7.58456e-05 0.00125263 0.00243771
35067 35.067 -0.00217638 -0.00594116 0.00376478 7.58427e-05 0.00125261 0.00243633
35068 35.068 -0.00217638 -0.00593975 0.00376337 7.58398e-05 0.00125259 0.00243494
35069 35.069 -0.00217638 -0.00593835 0.00376196 7.58369e-05 0.00125257 0.00243356
35070 35.07 -0.00217638 -0.00593694 0.00376056 7.5834e-05 0.00125255 0.00243217
35071 35.071 -0.00217638 -0.00593554 0.00375915 7.5831e-05 0.00125253 0.00243079
35072 35.072 -0.00217638 -0.00593413 0.00375775 7.58281e-05 0.00125251 0.00242941
35073 35.073 -0.00217638 -0.00593273 0.00375635 7.58252e-05 0.00125249 0.00242803
35074 35.074 -0.00217638 -0.00593133 0.00375495 7.58223e-05 0.00125247 0.00242665
35075 35.075 -0.00217638 -0.00592993 0.00375355 7.58194e-05 0.00125245 0.00242527
35076 35.076 -0.00217638 -0.00592853 0.00375215 7.58164e-05 0.00125243 0.0024239
35077 35.077 -0.00217638 -0.00592714 0.00375075 7.58135e-05 0.00125242 0.00242252
35078 35.078 -0.00217638 -0.00592574 0.00374936 7.58106e-05 0.0012524 0.00242115
35079 35.079 -0.00217638 -0.00592434 0.00374796 7.58077e-05 0.00125238 0.00241977
35080 35.08 -0.00217638 -0.00592295 0.00374657 7.58048e-05 0.00125236 0.0024184
35081 35.081 -0.00217638 -0.00592156 0.00374517 7.58019e-05 0.00125234 0.00241703
35082 35.082 -0.00217638 -0.00592017 0.00374378 7.5799e-05 0.00125232 0.00241566
35083 35.083 -0.00217638 -0.00591878 0.00374239 7.57961e-05 0.0012523 0.00241429
35084 35.084 -0.00217638 -0.00591739 0.003741 7.57932e-05 0.00125228 0.00241293
35085 35.085 -0.00217638 -0.005916 0.00373961 7.57903e-05 0.00125226 0.00241156
35086 35.086 -0.00217638 -0.00591461 0.00373823 7.57873e-05 0.00125224 0.00241019
35087 35.087 -0.00217638 -0.00591322 0.00373684 7.57844e-05 0.00125223 0.00240883
35088 35.088 -0.00217638 -0.00591184 0.00373545 7.57815e-05 0.00125221 0.00240747
35089 35.089 -0.00217638 -0.00591045 0.00373407 7.57786e-05 0.00125219 0.0024061
35090 35.09 -0.00217638 -0.00590907 0.00373269 7.57757e-05 0.00125217 0.00240474
35091 35.091 -0.00217638 -0.00590769 0.00373131 7.57728e-05 0.00125215 0.00240338
35092 35.092 -0.00217638 -0.00590631 0.00372992 7.57699e-05 0.00125213 0.00240202
35093 35.093 -0.00217639 -0.00590493 0.00372855 7.5767e-05 0.00125211 0.00240067
35094 35.094 -0.00217639 -0.00590355 0.00372717 7.57641e-05 0.00125209 0.00239931
35095 35.095 -0.00217639 -0.00590217 0.00372579 7.57612e-05 0.00125207 0.00239795
35096 35.096 -0.00217639 -0.0059008 0.00372441 7.57583e-05 0.00125205 0.0023966
35097 35.097 -0.00217639 -0.00589942 0.00372304 7.57555e-05 0.00125204 0.00239525
35098 35.098 -0.00217639 -0.00589805 0.00372166 7.57526e-05 0.00125202 0.00239389
35099 35.099 -0.00217639 -0.00589668 0.00372029 7.57497e-05 0.001252 0.00239254
35100 35.1 -0.00217639 -0.0058953 0.00371892 7.57468e-05 0.00125198 0.00239119
35101 35.101 -0.00217639 -0.00589393 0.00371755 7.57439e-05 0.00125196 0.00238984
35102 35.102 -0.00217639 -0.00589256 0.00371618 7.5741e-05 0.00125194 0.0023885
35103 35.103 -0.00217639 -0.00589119 0.00371481 7.57381e-05 0.00125192 0.00238715
35104 35.104 -0.00217639 -0.00588983 0.00371344 7.57352e-05 0.0012519 0.0023858
35105 35.105 -0.00217639 -0.00588846 0.00371208 7.57323e-05 0.00125188 0.00238446
35106 35.106 -0.00217639 -0.0058871 0.00371071 7.57294e-05 0.00125186 0.00238312
35107 35.107 -0.00217639 -0.00588573 0.00370935 7.57266e-05 0.00125185 0.00238177
35108 35.108 -0.00217639 -0.00588437 0.00370798 7.57237e-05 0.00125183 0.00238043
35109 35.109 -0.00217639 -0.00588301 0.00370662 7.57208e-05 0.00125181 0.00237909
35110 35.11 -0.00217639 -0.00588165 0.00370526 7.57179e-05 0.00125179 0.00237775
35111 35.111 -0.00217639 -0.00588029 0.0037039 7.5715e-05 0.00125177 0.00237641
35112 35.112 -0.00217639 -0.00587893 0.00370254 7.57121e-05 0.00125175 0.00237508
35113 35.113 -0.00217639 -0.00587757 0.00370118 7.57093e-05 0.00125173 0.00237374
35114 35.114 -0.00217639 -0.00587621 0.00369983 7.57064e-05 0.00125171 0.00237241
35115 35.115 -0.00217639 -0.00587486 0.00369847 7.57035e-05 0.00125169 0.00237107
35116 35.116 -0.00217639 -0.0058735 0.00369711 7.57006e-05 0.00125167 0.00236974
35117 35.117 -0.00217639 -0.00587215 0.00369576 7.56978e-05 0.00125166 0.00236841
35118 35.118 -0.00217639 -0.0058708 0.00369441 7.56949e-05 0.00125164 0.00236708
35119 35.119 -0.00217639 -0.00586944 0.00369306 7.5692e-05 0.00125162 0.00236575
35120 35.12 -0.00217639 -0.00586809 0.00369171 7.56891e-05 0.0012516 0.00236442
35121 35.121 -0.00217639 -0.00586674 0.00369036 7.56863e-05 0.00125158 0.00236309
35122 35.122 -0.00217639 -0.0058654 0.00368901 7.56834e-05 0.00125156 0.00236177
35123 35.123 -0.00217639 -0.00586405 0.00368766 7.56805e-05 0.00125154 0.00236044
35124 35.124 -0.00217639 -0.0058627 0.00368632 7.56777e-05 0.00125152 0.00235912
35125 35.125 -0.00217639 -0.00586136 0.00368497 7.56748e-05 0.0012515 0.00235779
35126 35.126 -0.00217639 -0.00586001 0.00368363 7.56719e-05 0.00125149 0.00235647
35127 35.127 -0.00217639 -0.00585867 0.00368228 7.5669e-05 0.00125147 0.00235515
35128 35.128 -0.00217639 -0.00585733 0.00368094 7.56662e-05 0.00125145 0.00235383
35129 35.129 -0.00217639 -0.00585599 0.0036796 7.56633e-05 0.00125143 0.00235251
35130 35.13 -0.00217639 -0.00585465 0.00367826 7.56605e-05 0.00125141 0.00235119
35131 35.131 -0.00217639 -0.00585331 0.00367692 7.56576e-05 0.00125139 0.00234987
35132 35.132 -0.00217639 -0.00585197 0.00367559 7.56547e-05 0.00125137 0.00234856
35133 35.133 -0.00217639 -0.00585064 0.00367425 7.56519e-05 0.00125135 0.00234724
35134 35.134 -0.00217639 -0.0058493 0.00367291 7.5649e-05 0.00125133 0.00234593
35135 35.135 -0.00217639 -0.00584797 0.00367158 7.56462e-05 0.00125131 0.00234462
35136 35.136 -0.00217639 -0.00584663 0.00367024 7.56433e-05 0.0012513 0.00234331
35137 35.137 -0.00217639 -0.0058453 0.00366891 7.56404e-05 0.00125128 0.002342
35138 35.138 -0.00217639 -0.00584397 0.00366758 7.56376e-05 0.00125126 0.00234069
35139 35.139 -0.00217639 -0.00584264 0.00366625 7.56347e-05 0.00125124 0.00233938
35140 35.14 -0.00217639 -0.00584131 0.00366492 7.56319e-05 0.00125122 0.00233807
35141 35.141 -0.00217639 -0.00583998 0.00366359 7.5629e-05 0.0012512 0.00233676
35142 35.142 -0.00217639 -0.00583865 0.00366227 7.56262e-05 0.00125118 0.00233546
35143 35.143 -0.00217639 -0.00583733 0.00366094 7.56233e-05 0.00125116 0.00233415
35144 35.144 -0.00217639 -0.005836 0.00365961 7.56205e-05 0.00125114 0.00233285
35145 35.145 -0.00217639 -0.00583468 0.00365829 7.56176e-05 0.00125113 0.00233155
35146 35.146 -0.00217639 -0.00583336 0.00365697 7.56148e-05 0.00125111 0.00233025
35147 35.147 -0.00217639 -0.00583203 0.00365565 7.56119e-05 0.00125109 0.00232895
35148 35.148 -0.00217639 -0.00583071 0.00365432 7.56091e-05 0.00125107 0.00232765
35149 35.149 -0.00217639 -0.00582939 0.003653 7.56062e-05 0.00125105 0.00232635
35150 35.15 -0.00217639 -0.00582807 0.00365169 7.56034e-05 0.00125103 0.00232505
35151 35.151 -0.00217639 -0.00582676 0.00365037 7.56005e-05 0.00125101 0.00232376
35152 35.152 -0.00217639 -0.00582544 0.00364905 7.55977e-05 0.00125099 0.00232246
35153 35.153 -0.00217639 -0.00582412 0.00364773 7.55949e-05 0.00125097 0.00232117
35154 35.154 -0.00217639 -0.00582281 0.00364642 7.5592e-05 0.00125095 0.00231987
35155 35.155 -0.00217639 -0.00582149 0.00364511 7.55892e-05 0.00125094 0.00231858
35156 35.156 -0.00217639 -0.00582018 0.00364379 7.55863e-05 0.00125092 0.00231729
35157 35.157 -0.00217639 -0.00581887 0.00364248 7.55835e-05 0.0012509 0.002316
35158 35.158 -0.00217639 -0.00581756 0.00364117 7.55807e-05 0.00125088 0.00231471
35159 35.159 -0.00217639 -0.00581625 0.00363986 7.55778e-05 0.00125086 0.00231342
35160 35.16 -0.00217639 -0.00581494 0.00363855 7.5575e-05 0.00125084 0.00231214
35161 35.161 -0.00217639 -0.00581363 0.00363724 7.55722e-05 0.00125082 0.00231085
35162 35.162 -0.00217639 -0.00581233 0.00363594 7.55693e-05 0.0012508 0.00230956
35163 35.163 -0.00217639 -0.00581102 0.00363463 7.55665e-05 0.00125078 0.00230828
35164 35.164 -0.00217639 -0.00580972 0.00363333 7.55637e-05 0.00125077 0.002307
35165 35.165 -0.00217639 -0.00580841 0.00363202 7.55608e-05 0.00125075 0.00230572
35166 35.166 -0.00217639 -0.00580711 0.00363072 7.5558e-05 0.00125073 0.00230443
35167 35.167 -0.00217639 -0.00580581 0.00362942 7.55552e-05 0.00125071 0.00230315
35168 35.168 -0.00217639 -0.00580451 0.00362812 7.55523e-05 0.00125069 0.00230188
35169 35.169 -0.00217639 -0.00580321 0.00362682 7.55495e-05 0.00125067 0.0023006
35170 35.17 -0.00217639 -0.00580191 0.00362552 7.55467e-05 0.00125065 0.00229932
35171 35.171 -0.00217639 -0.00580061 0.00362422 7.55439e-05 0.00125063 0.00229804
35172 35.172 -0.00217639 -0.00579932 0.00362293 7.5541e-05 0.00125061 0.00229677
35173 35.173 -0.00217639 -0.00579802 0.00362163 7.55382e-05 0.0012506 0.0022955
35174 35.174 -0.00217639 -0.00579673 0.00362033 7.55354e-05 0.00125058 0.00229422
35175 35.175 -0.00217639 -0.00579543 0.00361904 7.55326e-05 0.00125056 0.00229295
35176 35.176 -0.00217639 -0.00579414 0.00361775 7.55298e-05 0.00125054 0.00229168
35177 35.177 -0.00217639 -0.00579285 0.00361646 7.55269e-05 0.00125052 0.00229041
35178 35.178 -0.00217639 -0.00579156 0.00361517 7.55241e-05 0.0012505 0.00228914
35179 35.179 -0.00217639 -0.00579027 0.00361388 7.55213e-05 0.00125048 0.00228787
35180 35.18 -0.00217639 -0.00578898 0.00361259 7.55185e-05 0.00125046 0.00228661
35181 35.181 -0.00217639 -0.00578769 0.0036113 7.55157e-05 0.00125044 0.00228534
35182 35.182 -0.00217639 -0.0057864 0.00361001 7.55129e-05 0.00125043 0.00228408
35183 35.183 -0.00217639 -0.00578512 0.00360873 7.551e-05 0.00125041 0.00228281
35184 35.184 -0.00217639 -0.00578383 0.00360744 7.55072e-05 0.00125039 0.00228155
35185 35.185 -0.00217639 -0.00578255 0.00360616 7.55044e-05 0.00125037 0.00228029
35186 35.186 -0.00217639 -0.00578127 0.00360488 7.55016e-05 0.00125035 0.00227903
35187 35.187 -0.00217639 -0.00577999 0.00360359 7.54988e-05 0.00125033 0.00227777
35188 35.188 -0.00217639 -0.00577871 0.00360231 7.5496e-05 0.00125031 0.00227651
35189 35.189 -0.00217639 -0.00577743 0.00360103 7.54932e-05 0.00125029 0.00227525
35190 35.19 -0.00217639 -0.00577615 0.00359976 7.54904e-05 0.00125027 0.00227399
35191 35.191 -0.00217639 -0.00577487 0.00359848 7.54876e-05 0.00125026 0.00227273
35192 35.192 -0.00217639 -0.00577359 0.0035972 7.54848e-05 0.00125024 0.00227148
35193 35.193 -0.00217639 -0.00577232 0.00359592 7.5482e-05 0.00125022 0.00227023
35194 35.194 -0.00217639 -0.00577104 0.00359465 7.54791e-05 0.0012502 0.00226897
35195 35.195 -0.00217639 -0.00576977 0.00359338 7.54763e-05 0.00125018 0.00226772
35196 35.196 -0.00217639 -0.00576849 0.0035921 7.54735e-05 0.00125016 0.00226647
35197 35.197 -0.00217639 -0.00576722 0.00359083 7.54707e-05 0.00125014 0.00226522
35198 35.198 -0.00217639 -0.00576595 0.00358956 7.54679e-05 0.00125012 0.00226397
35199 35.199 -0.00217639 -0.00576468 0.00358829 7.54651e-05 0.0012501 0.00226272
35200 35.2 -0.00217639 -0.00576341 0.00358702 7.54623e-05 0.00125009 0.00226147
35201 35.201 -0.00217639 -0.00576214 0.00358575 7.54595e-05 0.00125007 0.00226023
35202 35.202 -0.00217639 -0.00576088 0.00358449 7.54568e-05 0.00125005 0.00225898
35203 35.203 -0.00217639 -0.00575961 0.00358322 7.5454e-05 0.00125003 0.00225774
35204 35.204 -0.00217639 -0.00575835 0.00358195 7.54512e-05 0.00125001 0.00225649
35205 35.205 -0.00217639 -0.00575708 0.00358069 7.54484e-05 0.00124999 0.00225525
35206 35.206 -0.00217639 -0.00575582 0.00357943 7.54456e-05 0.00124997 0.00225401
35207 35.207 -0.00217639 -0.00575456 0.00357816 7.54428e-05 0.00124995 0.00225277
35208 35.208 -0.00217639 -0.00575329 0.0035769 7.544e-05 0.00124993 0.00225153
35209 35.209 -0.00217639 -0.00575203 0.00357564 7.54372e-05 0.00124992 0.00225029
35210 35.21 -0.00217639 -0.00575078 0.00357438 7.54344e-05 0.0012499 0.00224905
35211 35.211 -0.00217639 -0.00574952 0.00357312 7.54316e-05 0.00124988 0.00224781
35212 35.212 -0.00217639 -0.00574826 0.00357187 7.54288e-05 0.00124986 0.00224658
35213 35.213 -0.00217639 -0.005747 0.00357061 7.5426e-05 0.00124984 0.00224534
35214 35.214 -0.00217639 -0.00574575 0.00356935 7.54233e-05 0.00124982 0.00224411
35215 35.215 -0.00217639 -0.00574449 0.0035681 7.54205e-05 0.0012498 0.00224288
35216 35.216 -0.00217639 -0.00574324 0.00356685 7.54177e-05 0.00124978 0.00224164
35217 35.217 -0.00217639 -0.00574199 0.00356559 7.54149e-05 0.00124976 0.00224041
35218 35.218 -0.00217639 -0.00574073 0.00356434 7.54121e-05 0.00124975 0.00223918
35219 35.219 -0.00217639 -0.00573948 0.00356309 7.54093e-05 0.00124973 0.00223795
35220 35.22 -0.00217639 -0.00573823 0.00356184 7.54066e-05 0.00124971 0.00223673
35221 35.221 -0.00217639 -0.00573698 0.00356059 7.54038e-05 0.00124969 0.0022355
35222 35.222 -0.00217639 -0.00573574 0.00355934 7.5401e-05 0.00124967 0.00223427
35223 35.223 -0.00217639 -0.00573449 0.0035581 7.53982e-05 0.00124965 0.00223305
35224 35.224 -0.00217639 -0.00573324 0.00355685 7.53954e-05 0.00124963 0.00223182
35225 35.225 -0.00217639 -0.005732 0.0035556 7.53927e-05 0.00124961 0.0022306
35226 35.226 -0.00217639 -0.00573075 0.00355436 7.53899e-05 0.00124959 0.00222938
35227 35.227 -0.00217639 -0.00572951 0.00355312 7.53871e-05 0.00124958 0.00222815
35228 35.228 -0.00217639 -0.00572827 0.00355187 7.53843e-05 0.00124956 0.00222693
35229 35.229 -0.00217639 -0.00572703 0.00355063 7.53816e-05 0.00124954 0.00222571
35230 35.23 -0.00217639 -0.00572579 0.00354939 7.53788e-05 0.00124952 0.00222449
35231 35.231 -0.00217639 -0.00572455 0.00354815 7.5376e-05 0.0012495 0.00222328
35232 35.232 -0.00217639 -0.00572331 0.00354691 7.53733e-05 0.00124948 0.00222206
35233 35.233 -0.00217639 -0.00572207 0.00354568 7.53705e-05 0.00124946 0.00222084
35234 35.234 -0.00217639 -0.00572083 0.00354444 7.53677e-05 0.00124944 0.00221963
35235 35.235 -0.00217639 -0.0057196 0.0035432 7.5365e-05 0.00124943 0.00221841
35236 35.236 -0.00217639 -0.00571836 0.00354197 7.53622e-05 0.00124941 0.0022172
35237 35.237 -0.00217639 -0.00571713 0.00354074 7.53594e-05 0.00124939 0.00221599
35238 35.238 -0.00217639 -0.0057159 0.0035395 7.53567e-05 0.00124937 0.00221478
35239 35.239 -0.00217639 -0.00571466 0.00353827 7.53539e-05 0.00124935 0.00221357
35240 35.24 -0.00217639 -0.00571343 0.00353704 7.53511e-05 0.00124933 0.00221236
35241 35.241 -0.00217639 -0.0057122 0.00353581 7.53484e-05 0.00124931 0.00221115
35242 35.242 -0.00217639 -0.00571097 0.00353458 7.53456e-05 0.00124929 0.00220994
35243 35.243 -0.00217639 -0.00570974 0.00353335 7.53428e-05 0.00124927 0.00220873
35244 35.244 -0.00217639 -0.00570852 0.00353212 7.53401e-05 0.00124926 0.00220753
35245 35.245 -0.00217639 -0.00570729 0.0035309 7.53373e-05 0.00124924 0.00220632
35246 35.246 -0.00217639 -0.00570607 0.00352967 7.53346e-05 0.00124922 0.00220512
35247 35.247 -0.00217639 -0.00570484 0.00352845 7.53318e-05 0.0012492 0.00220391
35248 35.248 -0.00217639 -0.00570362 0.00352722 7.53291e-05 0.00124918 0.00220271
35249 35.249 -0.00217639 -0.00570239 0.003526 7.53263e-05 0.00124916 0.00220151
35250 35.25 -0.00217639 -0.00570117 0.00352478 7.53236e-05 0.00124914 0.00220031
35251 35.251 -0.00217639 -0.00569995 0.00352356 7.53208e-05 0.00124912 0.00219911
35252 35.252 -0.00217639 -0.00569873 0.00352234 7.5318e-05 0.00124911 0.00219791
35253 35.253 -0.00217639 -0.00569751 0.00352112 7.53153e-05 0.00124909 0.00219671
35254 35.254 -0.00217639 -0.00569629 0.0035199 7.53125e-05 0.00124907 0.00219552
35255 35.255 -0.0021764 -0.00569508 0.00351868 7.53098e-05 0.00124905 0.00219432
35256 35.256 -0.0021764 -0.00569386 0.00351746 7.5307e-05 0.00124903 0.00219313
35257 35.257 -0.0021764 -0.00569264 0.00351625 7.53043e-05 0.00124901 0.00219193
35258 35.258 -0.0021764 -0.00569143 0.00351503 7.53015e-05 0.00124899 0.00219074
35259 35.259 -0.0021764 -0.00569021 0.00351382 7.52988e-05 0.00124897 0.00218955
35260 35.26 -0.0021764 -0.005689 0.00351261 7.52961e-05 0.00124895 0.00218836
35261 35.261 -0.0021764 -0.00568779 0.00351139 7.52933e-05 0.00124894 0.00218717
35262 35.262 -0.0021764 -0.00568658 0.00351018 7.52906e-05 0.00124892 0.00218598
35263 35.263 -0.0021764 -0.00568537 0.00350897 7.52878e-05 0.0012489 0.00218479
35264 35.264 -0.0021764 -0.00568416 0.00350776 7.52851e-05 0.00124888 0.0021836
35265 35.265 -0.0021764 -0.00568295 0.00350656 7.52823e-05 0.00124886 0.00218241
35266 35.266 -0.0021764 -0.00568174 0.00350535 7.52796e-05 0.00124884 0.00218123
35267 35.267 -0.0021764 -0.00568054 0.00350414 7.52769e-05 0.00124882 0.00218004
35268 35.268 -0.0021764 -0.00567933 0.00350294 7.52741e-05 0.0012488 0.00217886
35269 35.269 -0.0021764 -0.00567813 0.00350173 7.52714e-05 0.00124879 0.00217767
35270 35.27 -0.0021764 -0.00567692 0.00350053 7.52686e-05 0.00124877 0.00217649
35271 35.271 -0.0021764 -0.00567572 0.00349932 7.52659e-05 0.00124875 0.00217531
35272 35.272 -0.0021764 -0.00567452 0.00349812 7.52632e-05 0.00124873 0.00217413
35273 35.273 -0.0021764 -0.00567332 0.00349692 7.52604e-05 0.00124871 0.00217295
35274 35.274 -0.0021764 -0.00567212 0.00349572 7.52577e-05 0.00124869 0.00217177
35275 35.275 -0.0021764 -0.00567092 0.00349452 7.5255e-05 0.00124867 0.00217059
35276 35.276 -0.0021764 -0.00566972 0.00349332 7.52522e-05 0.00124865 0.00216942
35277 35.277 -0.0021764 -0.00566852 0.00349212 7.52495e-05 0.00124864 0.00216824
35278 35.278 -0.0021764 -0.00566732 0.00349093 7.52468e-05 0.00124862 0.00216706
35279 35.279 -0.0021764 -0.00566613 0.00348973 7.52441e-05 0.0012486 0.00216589
35280 35.28 -0.0021764 -0.00566493 0.00348854 7.52413e-05 0.00124858 0.00216472
35281 35.281 -0.0021764 -0.00566374 0.00348734 7.52386e-05 0.00124856 0.00216354
35282 35.282 -0.0021764 -0.00566255 0.00348615 7.52359e-05 0.00124854 0.00216237
35283 35.283 -0.0021764 -0.00566135 0.00348496 7.52331e-05 0.00124852 0.0021612
35284 35.284 -0.0021764 -0.00566016 0.00348376 7.52304e-05 0.0012485 0.00216003
35285 35.285 -0.0021764 -0.00565897 0.00348257 7.52277e-05 0.00124848 0.00215886
35286 35.286 -0.0021764 -0.00565778 0.00348138 7.5225e-05 0.00124847 0.00215769
35287 35.287 -0.0021764 -0.00565659 0.0034802 7.52222e-05 0.00124845 0.00215653
35288 35.288 -0.0021764 -0.0056554 0.00347901 7.52195e-05 0.00124843 0.00215536
35289 35.289 -0.0021764 -0.00565422 0.00347782 7.52168e-05 0.00124841 0.00215419
35290 35.29 -0.0021764 -0.00565303 0.00347663 7.52141e-05 0.00124839 0.00215303
35291 35.291 -0.0021764 -0.00565185 0.00347545 7.52114e-05 0.00124837 0.00215186
35292 35.292 -0.0021764 -0.00565066 0.00347426 7.52086e-05 0.00124835 0.0021507
35293 35.293 -0.0021764 -0.00564948 0.00347308 7.52059e-05 0.00124833 0.00214954
35294 35.294 -0.0021764 -0.00564829 0.0034719 7.52032e-05 0.00124832 0.00214838
35295 35.295 -0.0021764 -0.00564711 0.00347072 7.52005e-05 0.0012483 0.00214722
35296 35.296 -0.0021764 -0.00564593 0.00346953 7.51978e-05 0.00124828 0.00214606
35297 35.297 -0.0021764 -0.00564475 0.00346835 7.51951e-05 0.00124826 0.0021449
35298 35.298 -0.0021764 -0.00564357 0.00346718 7.51924e-05 0.00124824 0.00214374
35299 35.299 -0.0021764 -0.00564239 0.003466 7.51896e-05 0.00124822 0.00214258
35300 35.3 -0.0021764 -0.00564122 0.00346482 7.51869e-05 0.0012482 0.00214143
35301 35.301 -0.0021764 -0.00564004 0.00346364 7.51842e-05 0.00124818 0.00214027
35302 35.302 -0.0021764 -0.00563886 0.00346247 7.51815e-05 0.00124817 0.00213912
35303 35.303 -0.0021764 -0.00563769 0.00346129 7.51788e-05 0.00124815 0.00213797
35304 35.304 -0.0021764 -0.00563651 0.00346012 7.51761e-05 0.00124813 0.00213681
35305 35.305 -0.0021764 -0.00563534 0.00345894 7.51734e-05 0.00124811 0.00213566
35306 35.306 -0.0021764 -0.00563417 0.00345777 7.51707e-05 0.00124809 0.00213451
35307 35.307 -0.0021764 -0.005633 0.0034566 7.5168e-05 0.00124807 0.00213336
35308 35.308 -0.0021764 -0.00563183 0.00345543 7.51653e-05 0.00124805 0.00213221
35309 35.309 -0.0021764 -0.00563066 0.00345426 7.51626e-05 0.00124803 0.00213106
35310 35.31 -0.0021764 -0.00562949 0.00345309 7.51599e-05 0.00124802 0.00212991
35311 35.311 -0.0021764 -0.00562832 0.00345192 7.51572e-05 0.001248 0.00212877
35312 35.312 -0.0021764 -0.00562715 0.00345076 7.51545e-05 0.00124798 0.00212762
35313 35.313 -0.0021764 -0.00562599 0.00344959 7.51518e-05 0.00124796 0.00212648
35314 35.314 -0.0021764 -0.00562482 0.00344842 7.51491e-05 0.00124794 0.00212533
35315 35.315 -0.0021764 -0.00562366 0.00344726 7.51464e-05 0.00124792 0.00212419
35316 35.316 -0.0021764 -0.00562249 0.00344609 7.51437e-05 0.0012479 0.00212305
35317 35.317 -0.0021764 -0.00562133 0.00344493 7.5141e-05 0.00124788 0.00212191
35318 35.318 -0.0021764 -0.00562017 0.00344377 7.51383e-05 0.00124787 0.00212077
35319 35.319 -0.0021764 -0.00561901 0.00344261 7.51356e-05 0.00124785 0.00211963
35320 35.32 -0.0021764 -0.00561785 0.00344145 7.51329e-05 0.00124783 0.00211849
35321 35.321 -0.0021764 -0.00561669 0.00344029 7.51302e-05 0.00124781 0.00211735
35322 35.322 -0.0021764 -0.00561553 0.00343913 7.51275e-05 0.00124779 0.00211621
35323 35.323 -0.0021764 -0.00561437 0.00343797 7.51248e-05 0.00124777 0.00211507
35324 35.324 -0.0021764 -0.00561321 0.00343681 7.51221e-05 0.00124775 0.00211394
35325 35.325 -0.0021764 -0.00561206 0.00343566 7.51194e-05 0.00124773 0.0021128
35326 35.326 -0.0021764 -0.0056109 0.0034345 7.51167e-05 0.00124772 0.00211167
35327 35.327 -0.0021764 -0.00560975 0.00343335 7.5114e-05 0.0012477 0.00211054
35328 35.328 -0.0021764 -0.00560859 0.00343219 7.51113e-05 0.00124768 0.0021094
35329 35.329 -0.0021764 -0.00560744 0.00343104 7.51087e-05 0.00124766 0.00210827
35330 35.33 -0.0021764 -0.00560629 0.00342989 7.5106e-05 0.00124764 0.00210714
35331 35.331 -0.0021764 -0.00560514 0.00342874 7.51033e-05 0.00124762 0.00210601
35332 35.332 -0.0021764 -0.00560399 0.00342759 7.51006e-05 0.0012476 0.00210488
35333 35.333 -0.0021764 -0.00560284 0.00342644 7.50979e-05 0.00124759 0.00210375
35334 35.334 -0.0021764 -0.00560169 0.00342529 7.50952e-05 0.00124757 0.00210263
35335 35.335 -0.0021764 -0.00560054 0.00342414 7.50925e-05 0.00124755 0.0021015
35336 35.336 -0.0021764 -0.00559939 0.00342299 7.50899e-05 0.00124753 0.00210038
35337 35.337 -0.0021764 -0.00559825 0.00342185 7.50872e-05 0.00124751 0.00209925
35338 35.338 -0.0021764 -0.0055971 0.0034207 7.50845e-05 0.00124749 0.00209813
35339 35.339 -0.0021764 -0.00559596 0.00341956 7.50818e-05 0.00124747 0.002097
35340 35.34 -0.0021764 -0.00559481 0.00341841 7.50791e-05 0.00124745 0.00209588
35341 35.341 -0.0021764 -0.00559367 0.00341727 7.50765e-05 0.00124744 0.00209476
35342 35.342 -0.0021764 -0.00559253 0.00341613 7.50738e-05 0.00124742 0.00209364
35343 35.343 -0.0021764 -0.00559139 0.00341499 7.50711e-05 0.0012474 0.00209252
35344 35.344 -0.0021764 -0.00559025 0.00341385 7.50684e-05 0.00124738 0.0020914
35345 35.345 -0.0021764 -0.00558911 0.00341271 7.50658e-05 0.00124736 0.00209028
35346 35.346 -0.0021764 -0.00558797 0.00341157 7.50631e-05 0.00124734 0.00208916
35347 35.347 -0.0021764 -0.00558683 0.00341043 7.50604e-05 0.00124732 0.00208805
35348 35.348 -0.0021764 -0.00558569 0.00340929 7.50577e-05 0.0012473 0.00208693
35349 35.349 -0.0021764 -0.00558456 0.00340816 7.50551e-05 0.00124729 0.00208582
35350 35.35 -0.0021764 -0.00558342 0.00340702 7.50524e-05 0.00124727 0.0020847
35351 35.351 -0.0021764 -0.00558229 0.00340589 7.50497e-05 0.00124725 0.00208359
35352 35.352 -0.0021764 -0.00558115 0.00340475 7.50471e-05 0.00124723 0.00208248
